Date,Open,High,Low,Close,Adj Close,Volume
2023-02-15,47.500000,48.520000,47.330002,48.450001,48.088779,27071200
2023-02-16,49.990002,51.740002,49.799999,50.990002,50.609844,48125300
2023-02-17,51.330002,51.439999,50.599998,50.770000,50.391483,25321400
2023-02-21,50.709999,50.759998,49.619999,49.689999,49.319534,25100500
2023-02-22,49.849998,49.849998,48.889999,49.310001,48.942368,20301900
2023-02-23,49.540001,49.680000,48.549999,49.209999,48.843113,14066200
2023-02-24,48.810001,48.900002,48.169998,48.480000,48.118557,17251600
2023-02-27,48.950001,49.340000,48.549999,48.730000,48.366692,14776400
2023-02-28,48.810001,48.930000,48.380001,48.419998,48.059002,16622400
2023-03-01,48.439999,48.590000,48.020000,48.340000,47.979599,13449300
2023-03-02,48.320000,48.630001,48.119999,48.529999,48.168182,18281800
2023-03-03,48.990002,49.360001,48.820000,49.279999,48.912590,15969900
2023-03-06,49.459999,49.810001,49.240002,49.419998,49.051544,13878400
2023-03-07,49.570000,49.759998,48.630001,48.910000,48.545349,17506600
2023-03-08,49.020000,49.270000,48.740002,49.110001,48.743858,12055500
2023-03-09,49.299999,49.689999,48.709999,48.810001,48.446098,12497700
2023-03-10,48.889999,49.169998,48.299999,48.560001,48.197960,16338200
2023-03-13,48.529999,48.880001,48.119999,48.410000,48.049076,20280800
2023-03-14,48.680000,49.259998,48.509998,49.049999,48.684307,17679600
2023-03-15,48.369999,49.110001,48.369999,49.060001,48.694233,17354900
2023-03-16,48.680000,50.290001,48.509998,50.119999,49.746326,21425100
2023-03-17,50.259998,50.549999,49.740002,50.189999,49.815807,47642700
2023-03-20,50.220001,51.040001,50.009998,50.939999,50.560215,22699700
2023-03-21,51.209999,51.330002,50.330002,50.669998,50.292225,23334000
2023-03-22,50.740002,50.750000,49.419998,49.459999,49.091248,21399400
2023-03-23,49.560001,50.250000,49.410000,49.730000,49.359238,17775400
2023-03-24,49.900002,50.549999,49.500000,50.509998,50.133419,19438800
2023-03-27,50.700001,50.950001,50.480000,50.540001,50.163200,15857200
2023-03-28,50.320000,50.599998,50.270000,50.389999,50.014317,11124300
2023-03-29,50.730000,51.270000,50.639999,51.169998,50.788498,18463400
2023-03-30,51.580002,51.680000,51.130001,51.430000,51.046562,11754600
2023-03-31,51.439999,52.349998,51.389999,52.279999,51.890224,20588800
2023-04-03,52.060001,52.560001,51.990002,52.310001,51.920002,16884600
2023-04-04,52.029999,52.119999,51.430000,51.820000,51.820000,13599900
2023-04-05,52.070000,52.290001,51.680000,51.820000,51.820000,13797900
2023-04-06,50.919998,51.560001,50.730000,51.270000,51.270000,14749000
2023-04-10,51.110001,51.400002,50.880001,51.330002,51.330002,10177700
2023-04-11,51.119999,51.299999,50.520000,50.619999,50.619999,15957900
2023-04-12,50.820000,50.950001,50.049999,50.110001,50.110001,16100700
2023-04-13,50.209999,50.830002,50.090000,50.799999,50.799999,15451700
2023-04-14,50.520000,50.849998,50.200001,50.540001,50.540001,12360100
2023-04-17,50.560001,50.680000,50.049999,50.279999,50.279999,12042300
2023-04-18,50.380001,50.689999,50.070000,50.310001,50.310001,15203600
2023-04-19,49.230000,49.270000,47.990002,48.040001,48.040001,30466700
2023-04-20,47.610001,47.650002,46.360001,46.580002,46.580002,39769400
2023-04-21,46.570000,47.119999,46.240002,47.029999,47.029999,20861000
2023-04-24,47.049999,47.450001,47.000000,47.389999,47.389999,17359900
2023-04-25,47.369999,47.430000,46.810001,47.090000,47.090000,20281600
2023-04-26,46.759998,46.849998,46.430000,46.540001,46.540001,22390500
2023-04-27,46.779999,46.799999,45.970001,46.560001,46.560001,22845400
2023-04-28,46.689999,47.259998,46.610001,47.250000,47.250000,19662000
2023-05-01,47.200001,47.520000,47.130001,47.340000,47.340000,13122300
2023-05-02,46.910000,47.080002,46.060001,46.360001,46.360001,20175100
2023-05-03,46.419998,46.549999,45.860001,45.959999,45.959999,20765700
2023-05-04,45.770000,45.930000,45.560001,45.700001,45.700001,17748900
2023-05-05,46.119999,46.360001,45.919998,46.250000,46.250000,14315100
2023-05-08,46.439999,46.520000,46.090000,46.340000,46.340000,12000000
2023-05-09,45.980000,46.520000,45.919998,46.470001,46.470001,15221900
2023-05-10,46.700001,46.930000,46.150002,46.709999,46.709999,15625100
2023-05-11,46.830002,46.849998,46.200001,46.369999,46.369999,12521900
2023-05-12,46.279999,46.810001,46.279999,46.709999,46.709999,14094800
